,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour,year,month,day,weekday,week_num,temp_f,d_low,d_high,d_avg,w_avg,wavg_to_davg_temp_diff
1366,2,0,0,1,14.76,16.665,53,23.9994,71,77,148,19,2011,4,2,5,13,59.0,62.0,50.0,55.375,52.541666666666664,-2.8333333333333357
1367,2,0,0,1,13.94,15.91,53,19.0012,29,56,85,20,2011,4,2,5,13,57.0,62.0,50.0,55.375,52.541666666666664,-2.8333333333333357
1368,2,0,0,1,13.12,15.15,61,16.9979,24,53,77,21,2011,4,2,5,13,56.0,62.0,50.0,55.375,52.541666666666664,-2.8333333333333357
1369,2,0,0,1,13.12,15.15,61,19.9995,14,41,55,22,2011,4,2,5,13,56.0,62.0,50.0,55.375,52.541666666666664,-2.8333333333333357
1370,2,0,0,1,13.12,15.91,61,11.0014,20,33,53,23,2011,4,2,5,13,56.0,62.0,50.0,55.375,52.541666666666664,-2.8333333333333357
1371,2,0,0,1,12.3,14.395,65,12.998,8,31,39,0,2011,4,3,6,13,54.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1372,2,0,0,1,12.3,15.91,61,7.0015,8,26,34,1,2011,4,3,6,13,54.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1373,2,0,0,1,10.66,13.635,70,8.9981,5,19,24,2,2011,4,3,6,13,51.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1374,2,0,0,1,12.3,16.665,61,0.0,3,8,11,3,2011,4,3,6,13,54.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1375,2,0,0,1,11.48,15.15,70,6.0032,3,0,3,4,2011,4,3,6,13,53.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1376,2,0,0,1,11.48,13.635,65,15.0013,1,4,5,5,2011,4,3,6,13,53.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1377,2,0,0,1,11.48,13.635,65,12.998,10,23,33,6,2011,4,3,6,13,53.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1378,2,0,0,1,13.12,15.15,57,15.0013,13,20,33,7,2011,4,3,6,13,56.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1379,2,0,0,1,13.94,16.665,57,11.0014,18,44,62,8,2011,4,3,6,13,57.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1380,2,0,0,1,14.76,15.91,50,32.9975,68,74,142,9,2011,4,3,6,13,59.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1381,2,0,0,1,16.4,20.455,43,27.9993,111,104,215,10,2011,4,3,6,13,62.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1382,2,0,0,1,17.22,21.21,41,16.9979,139,104,243,11,2011,4,3,6,13,63.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1383,2,0,0,1,18.04,21.97,38,19.0012,166,147,313,12,2011,4,3,6,13,64.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1384,2,0,0,1,18.04,21.97,33,19.9995,219,148,367,13,2011,4,3,6,13,64.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1385,2,0,0,1,18.86,22.725,31,8.9981,240,109,349,14,2011,4,3,6,13,66.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1386,2,0,0,2,18.86,22.725,33,0.0,174,118,292,15,2011,4,3,6,13,66.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1387,2,0,0,2,18.86,22.725,31,12.998,147,156,303,16,2011,4,3,6,13,66.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1388,2,0,0,2,18.86,22.725,28,8.9981,148,126,274,17,2011,4,3,6,13,66.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1389,2,0,0,2,18.86,22.725,31,0.0,71,101,172,18,2011,4,3,6,13,66.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1390,2,0,0,2,17.22,21.21,44,12.998,51,93,144,19,2011,4,3,6,13,63.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1391,2,0,0,3,17.22,21.21,41,15.0013,24,55,79,20,2011,4,3,6,13,63.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1392,2,0,0,2,17.22,21.21,44,15.0013,8,37,45,21,2011,4,3,6,13,63.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1393,2,0,0,1,16.4,20.455,43,7.0015,7,29,36,22,2011,4,3,6,13,62.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1394,2,0,0,1,16.4,20.455,50,6.0032,9,22,31,23,2011,4,3,6,13,62.0,66.0,51.0,60.0,52.541666666666664,-7.458333333333336
1395,2,0,1,1,16.4,20.455,50,15.0013,1,5,6,0,2011,4,4,0,14,62.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1396,2,0,1,1,16.4,20.455,56,23.9994,7,4,11,1,2011,4,4,0,14,62.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1397,2,0,1,1,15.58,19.695,66,16.9979,1,1,2,2,2011,4,4,0,14,60.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1398,2,0,1,1,15.58,19.695,66,19.0012,1,0,1,3,2011,4,4,0,14,60.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1399,2,0,1,1,15.58,19.695,71,19.9995,1,1,2,4,2011,4,4,0,14,60.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1400,2,0,1,1,16.4,20.455,62,16.9979,0,7,7,5,2011,4,4,0,14,62.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1401,2,0,1,1,17.22,21.21,58,19.0012,3,43,46,6,2011,4,4,0,14,63.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1402,2,0,1,2,18.04,21.97,54,16.9979,7,150,157,7,2011,4,4,0,14,64.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1403,2,0,1,2,18.86,22.725,55,19.9995,31,308,339,8,2011,4,4,0,14,66.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1404,2,0,1,2,20.5,24.24,51,26.0027,24,134,158,9,2011,4,4,0,14,69.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1405,2,0,1,2,22.14,25.76,45,23.9994,35,55,90,10,2011,4,4,0,14,72.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1406,2,0,1,1,24.6,31.06,40,26.0027,58,66,124,11,2011,4,4,0,14,76.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1407,2,0,1,1,26.24,31.06,36,31.0009,59,98,157,12,2011,4,4,0,14,79.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1408,2,0,1,1,27.88,31.82,34,22.0028,47,92,139,13,2011,4,4,0,14,82.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1409,2,0,1,2,30.34,32.575,27,32.9975,47,76,123,14,2011,4,4,0,14,87.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1410,2,0,1,1,31.16,33.335,23,36.9974,47,96,143,15,2011,4,4,0,14,88.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1411,2,0,1,1,31.16,32.575,22,35.0008,59,130,189,16,2011,4,4,0,14,88.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1412,2,0,1,1,30.34,32.575,23,40.9973,83,283,366,17,2011,4,4,0,14,87.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1413,2,0,1,2,29.52,31.82,23,32.9975,78,308,386,18,2011,4,4,0,14,85.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1414,2,0,1,1,28.7,31.82,24,31.0009,51,227,278,19,2011,4,4,0,14,84.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1415,2,0,1,2,28.7,31.82,24,36.9974,40,133,173,20,2011,4,4,0,14,84.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1416,2,0,1,2,28.7,31.82,30,30.0026,19,76,95,21,2011,4,4,0,14,84.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1417,2,0,1,2,27.88,31.82,36,31.0009,17,58,75,22,2011,4,4,0,14,82.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1418,2,0,1,2,26.24,31.06,47,15.0013,18,30,48,23,2011,4,4,0,14,79.0,88.0,60.0,74.375,52.541666666666664,-21.833333333333336
1419,2,0,1,1,25.42,31.06,50,7.0015,10,12,22,0,2011,4,5,1,14,78.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1420,2,0,1,3,25.42,31.06,57,27.9993,10,5,15,1,2011,4,5,1,14,78.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1421,2,0,1,2,22.14,25.76,73,22.0028,0,5,5,2,2011,4,5,1,14,72.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1422,2,0,1,2,22.14,25.76,73,22.0028,1,3,4,3,2011,4,5,1,14,72.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1423,2,0,1,3,20.5,24.24,88,32.9975,0,2,2,4,2011,4,5,1,14,69.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1424,2,0,1,3,18.86,22.725,94,19.9995,0,5,5,5,2011,4,5,1,14,66.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1425,2,0,1,2,19.68,23.485,88,22.0028,2,36,38,6,2011,4,5,1,14,67.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1426,2,0,1,2,19.68,23.485,88,22.0028,10,124,134,7,2011,4,5,1,14,67.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1427,2,0,1,3,15.58,19.695,87,39.0007,9,148,157,8,2011,4,5,1,14,60.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1428,2,0,1,3,14.76,15.91,87,32.9975,2,44,46,9,2011,4,5,1,14,59.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1429,2,0,1,3,13.94,15.15,81,26.0027,3,25,28,10,2011,4,5,1,14,57.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1430,2,0,1,3,13.12,14.395,81,30.0026,1,18,19,11,2011,4,5,1,14,56.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1431,2,0,1,2,13.94,15.15,71,26.0027,6,32,38,12,2011,4,5,1,14,57.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1432,2,0,1,2,14.76,16.665,63,27.9993,5,51,56,13,2011,4,5,1,14,59.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1433,2,0,1,2,14.76,15.91,57,32.9975,9,67,76,14,2011,4,5,1,14,59.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1434,2,0,1,1,16.4,20.455,46,31.0009,6,62,68,15,2011,4,5,1,14,62.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1435,2,0,1,1,15.58,19.695,46,27.9993,17,113,130,16,2011,4,5,1,14,60.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1436,2,0,1,1,17.22,21.21,38,27.9993,27,246,273,17,2011,4,5,1,14,63.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1437,2,0,1,1,15.58,19.695,40,32.9975,19,248,267,18,2011,4,5,1,14,60.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1438,2,0,1,1,14.76,16.665,43,19.9995,12,148,160,19,2011,4,5,1,14,59.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1439,2,0,1,1,13.94,15.91,46,19.0012,4,87,91,20,2011,4,5,1,14,57.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1440,2,0,1,1,13.94,14.395,46,35.0008,8,81,89,21,2011,4,5,1,14,57.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1441,2,0,1,1,13.12,15.15,49,19.9995,3,43,46,22,2011,4,5,1,14,56.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1442,2,0,1,1,12.3,14.395,49,19.0012,3,23,26,23,2011,4,5,1,14,54.0,78.0,54.0,62.666666666666664,52.541666666666664,-10.125
1443,2,0,1,1,12.3,15.91,49,7.0015,0,15,15,0,2011,4,6,2,14,54.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1444,2,0,1,1,10.66,13.635,60,8.9981,0,2,2,1,2011,4,6,2,14,51.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1445,2,0,1,1,9.84,12.12,70,8.9981,0,5,5,2,2011,4,6,2,14,50.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1446,2,0,1,1,10.66,13.635,60,8.9981,0,4,4,3,2011,4,6,2,14,51.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1447,2,0,1,1,9.84,12.12,65,8.9981,0,1,1,4,2011,4,6,2,14,50.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1448,2,0,1,1,9.84,12.88,70,7.0015,1,12,13,5,2011,4,6,2,14,50.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1449,2,0,1,1,9.84,12.88,70,7.0015,4,52,56,6,2011,4,6,2,14,50.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1450,2,0,1,1,10.66,13.635,65,7.0015,3,130,133,7,2011,4,6,2,14,51.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1451,2,0,1,1,13.12,15.15,61,15.0013,17,308,325,8,2011,4,6,2,14,56.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1452,2,0,1,1,14.76,16.665,46,16.9979,8,157,165,9,2011,4,6,2,14,59.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1453,2,0,1,1,16.4,20.455,37,26.0027,21,48,69,10,2011,4,6,2,14,62.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1454,2,0,1,1,17.22,21.21,38,26.0027,23,70,93,11,2011,4,6,2,14,63.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1455,2,0,1,1,18.04,21.97,41,16.9979,22,112,134,12,2011,4,6,2,14,64.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1456,2,0,1,1,18.86,22.725,38,32.9975,29,83,112,13,2011,4,6,2,14,66.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1457,2,0,1,1,20.5,24.24,34,27.9993,35,80,115,14,2011,4,6,2,14,69.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1458,2,0,1,1,21.32,25.0,32,22.0028,34,83,117,15,2011,4,6,2,14,70.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1459,2,0,1,1,22.14,25.76,28,27.9993,27,142,169,16,2011,4,6,2,14,72.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1460,2,0,1,1,21.32,25.0,32,30.0026,53,303,356,17,2011,4,6,2,14,70.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1461,2,0,1,1,21.32,25.0,29,23.9994,43,282,325,18,2011,4,6,2,14,70.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1462,2,0,1,1,20.5,24.24,31,19.9995,36,196,232,19,2011,4,6,2,14,69.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1463,2,0,1,1,18.86,22.725,51,15.0013,15,126,141,20,2011,4,6,2,14,66.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1464,2,0,1,1,18.86,22.725,41,19.0012,18,84,102,21,2011,4,6,2,14,66.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1465,2,0,1,1,18.86,22.725,41,19.0012,13,71,84,22,2011,4,6,2,14,66.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1466,2,0,1,1,18.86,22.725,41,19.9995,11,29,40,23,2011,4,6,2,14,66.0,72.0,50.0,60.875,52.541666666666664,-8.333333333333336
1467,2,0,1,1,18.86,22.725,41,19.0012,5,15,20,0,2011,4,7,3,14,66.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1468,2,0,1,1,17.22,21.21,47,8.9981,2,11,13,1,2011,4,7,3,14,63.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1469,2,0,1,1,17.22,21.21,54,0.0,0,7,7,2,2011,4,7,3,14,63.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1470,2,0,1,1,14.76,17.425,66,12.998,0,3,3,3,2011,4,7,3,14,59.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1471,2,0,1,1,13.94,16.665,76,12.998,0,1,1,4,2011,4,7,3,14,57.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1472,2,0,1,1,13.94,15.91,76,15.0013,0,6,6,5,2011,4,7,3,14,57.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1473,2,0,1,1,13.12,15.15,81,16.9979,5,59,64,6,2011,4,7,3,14,56.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1474,2,0,1,2,13.94,16.665,76,11.0014,8,152,160,7,2011,4,7,3,14,57.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1475,2,0,1,1,14.76,17.425,76,12.998,23,291,314,8,2011,4,7,3,14,59.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1476,2,0,1,2,16.4,20.455,66,8.9981,15,155,170,9,2011,4,7,3,14,62.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1477,2,0,1,2,17.22,21.21,67,7.0015,29,66,95,10,2011,4,7,3,14,63.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1478,2,0,1,2,18.86,22.725,55,0.0,36,86,122,11,2011,4,7,3,14,66.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1479,2,0,1,2,18.86,22.725,55,0.0,39,114,153,12,2011,4,7,3,14,66.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1480,2,0,1,2,21.32,25.0,48,6.0032,36,99,135,13,2011,4,7,3,14,70.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1481,2,0,1,1,22.96,26.515,43,6.0032,46,111,157,14,2011,4,7,3,14,73.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1482,2,0,1,1,24.6,31.06,38,7.0015,27,133,160,15,2011,4,7,3,14,76.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1483,2,0,1,1,24.6,31.06,35,0.0,52,161,213,16,2011,4,7,3,14,76.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1484,2,0,1,1,21.32,25.0,52,19.0012,63,280,343,17,2011,4,7,3,14,70.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1485,2,0,1,1,19.68,23.485,55,16.9979,68,265,333,18,2011,4,7,3,14,67.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1486,2,0,1,1,18.86,22.725,59,19.9995,34,192,226,19,2011,4,7,3,14,66.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1487,2,0,1,1,18.04,21.97,62,11.0014,37,166,203,20,2011,4,7,3,14,64.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1488,2,0,1,2,18.04,21.97,67,19.0012,19,89,108,21,2011,4,7,3,14,64.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1489,2,0,1,2,16.4,20.455,76,12.998,18,63,81,22,2011,4,7,3,14,62.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1490,2,0,1,1,15.58,19.695,76,16.9979,9,45,54,23,2011,4,7,3,14,60.0,76.0,56.0,64.25,52.541666666666664,-11.708333333333336
1491,2,0,1,2,14.76,17.425,76,15.0013,4,21,25,0,2011,4,8,4,14,59.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1492,2,0,1,2,13.94,16.665,76,8.9981,3,6,9,1,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1493,2,0,1,3,13.94,16.665,76,11.0014,3,10,13,2,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1494,2,0,1,3,13.94,16.665,76,11.0014,0,1,1,3,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1495,2,0,1,2,13.94,16.665,86,8.9981,0,1,1,4,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1496,2,0,1,2,13.12,15.91,87,12.998,1,8,9,5,2011,4,8,4,14,56.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1497,2,0,1,2,13.94,18.18,87,0.0,2,33,35,6,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1498,2,0,1,3,13.94,16.665,87,11.0014,4,109,113,7,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1499,2,0,1,3,13.94,16.665,87,11.0014,13,208,221,8,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1500,2,0,1,2,14.76,17.425,76,12.998,17,168,185,9,2011,4,8,4,14,59.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1501,2,0,1,2,14.76,16.665,71,19.0012,10,63,73,10,2011,4,8,4,14,59.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1502,2,0,1,2,16.4,20.455,62,26.0027,19,79,98,11,2011,4,8,4,14,62.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1503,2,0,1,3,15.58,19.695,66,15.0013,29,51,80,12,2011,4,8,4,14,60.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1504,2,0,1,3,14.76,16.665,76,19.0012,7,35,42,13,2011,4,8,4,14,59.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1505,2,0,1,3,13.94,15.91,87,15.0013,2,13,15,14,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1506,2,0,1,3,13.94,15.91,87,15.0013,1,24,25,15,2011,4,8,4,14,57.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1507,2,0,1,2,13.12,15.15,93,16.9979,2,58,60,16,2011,4,8,4,14,56.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1508,2,0,1,3,13.12,15.15,93,16.9979,10,138,148,17,2011,4,8,4,14,56.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1509,2,0,1,3,13.12,15.15,93,16.9979,8,54,62,18,2011,4,8,4,14,56.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1510,2,0,1,3,12.3,13.635,93,27.9993,1,52,53,19,2011,4,8,4,14,54.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1511,2,0,1,2,12.3,13.635,93,22.0028,12,51,63,20,2011,4,8,4,14,54.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1512,2,0,1,2,12.3,14.395,93,16.9979,11,43,54,21,2011,4,8,4,14,54.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1513,2,0,1,2,12.3,13.635,93,19.9995,9,42,51,22,2011,4,8,4,14,54.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1514,2,0,1,2,12.3,14.395,93,15.0013,4,31,35,23,2011,4,8,4,14,54.0,62.0,54.0,56.875,52.541666666666664,-4.333333333333336
1515,2,0,0,2,12.3,14.395,87,15.0013,5,26,31,0,2011,4,9,5,14,54.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1516,2,0,0,2,12.3,15.15,87,8.9981,3,17,20,1,2011,4,9,5,14,54.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1517,2,0,0,2,13.12,15.15,87,15.0013,2,15,17,2,2011,4,9,5,14,56.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1518,2,0,0,3,12.3,14.395,100,16.9979,3,11,14,3,2011,4,9,5,14,54.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1519,2,0,0,3,12.3,13.635,100,16.9979,0,3,3,4,2011,4,9,5,14,54.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1520,2,0,0,2,12.3,14.395,93,15.0013,0,5,5,5,2011,4,9,5,14,54.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1521,2,0,0,2,12.3,14.395,93,12.998,0,13,13,6,2011,4,9,5,14,54.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1522,2,0,0,2,12.3,15.15,93,11.0014,8,13,21,7,2011,4,9,5,14,54.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1523,2,0,0,2,13.12,15.15,93,11.0014,7,47,54,8,2011,4,9,5,14,56.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1524,2,0,0,2,13.94,17.425,87,7.0015,27,71,98,9,2011,4,9,5,14,57.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1525,2,0,0,2,13.94,16.665,87,8.9981,43,90,133,10,2011,4,9,5,14,57.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1526,2,0,0,2,14.76,18.18,81,0.0,51,91,142,11,2011,4,9,5,14,59.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1527,2,0,0,2,14.76,17.425,81,8.9981,79,123,202,12,2011,4,9,5,14,59.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1528,2,0,0,2,14.76,18.94,81,0.0,114,108,222,13,2011,4,9,5,14,59.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1529,2,0,0,2,14.76,17.425,81,8.9981,94,118,212,14,2011,4,9,5,14,59.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1530,2,0,0,2,14.76,18.94,87,0.0,85,116,201,15,2011,4,9,5,14,59.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1531,2,0,0,2,15.58,19.695,82,0.0,73,118,191,16,2011,4,9,5,14,60.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1532,2,0,0,2,15.58,19.695,82,6.0032,128,129,257,17,2011,4,9,5,14,60.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1533,2,0,0,2,15.58,19.695,82,7.0015,48,129,177,18,2011,4,9,5,14,60.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1534,2,0,0,2,15.58,19.695,82,8.9981,47,83,130,19,2011,4,9,5,14,60.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1535,2,0,0,2,15.58,19.695,87,11.0014,19,74,93,20,2011,4,9,5,14,60.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1536,2,0,0,2,14.76,17.425,93,8.9981,10,65,75,21,2011,4,9,5,14,59.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1537,2,0,0,2,14.76,17.425,93,8.9981,21,66,87,22,2011,4,9,5,14,59.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1538,2,0,0,2,15.58,19.695,87,6.0032,12,45,57,23,2011,4,9,5,14,60.0,60.0,54.0,57.375,52.541666666666664,-4.833333333333336
1539,2,0,0,2,15.58,19.695,87,6.0032,5,48,53,0,2011,4,10,6,14,60.0,70.0,59.0,63.541666666666664,52.541666666666664,-11.0
1540,2,0,0,2,15.58,19.695,87,8.9981,6,31,37,1,2011,4,10,6,14,60.0,70.0,59.0,63.541666666666664,52.541666666666664,-11.0
1541,2,0,0,2,15.58,19.695,87,6.0032,12,24,36,2,2011,4,10,6,14,60.0,70.0,59.0,63.541666666666664,52.541666666666664,-11.0
1542,2,0,0,2,15.58,19.695,87,8.9981,5,11,16,3,2011,4,10,6,14,60.0,70.0,59.0,63.541666666666664,52.541666666666664,-11.0
1543,2,0,0,2,14.76,18.18,93,7.0015,3,2,5,4,2011,4,10,6,14,59.0,70.0,59.0,63.541666666666664,52.541666666666664,-11.0
